,id,last_scraped,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_90,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,license,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
968,27990313,2024-09-18,153568352,Frederick Sabina,2017-10-06,"Massachusetts, United States",within an hour,1.0,0.96,f,4,5,t,t,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,145.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,t,20,80,2024-09-18,62,5,1,2018-08-27,2024-09-02,4.87,4.92,4.85,4.95,4.4,STR-445640,f,0,4,0,0.84
969,27990441,2024-09-18,105851798,Anne,2016-12-01,"Boston, MA",within an hour,1.0,0.99,,23,30,t,t,Private room in rental unit,Private room,2,1.2,2 shared baths,1.0,1.0,213.0,120,180,120.0,120.0,1125.0,1125.0,120.0,1125.0,t,24,83,2024-09-18,25,0,0,2018-08-30,2023-06-10,4.84,4.92,4.8,5.0,4.76,,f,0,12,0,0.34
970,27992316,2024-09-18,157579197,Jonathan,2017-11-05,"Cambridge, MA",within an hour,1.0,1.0,t,1,1,t,t,Entire guest suite,Entire home/apt,3,1.0,1 bath,1.0,3.0,140.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,28,2024-09-18,343,43,3,2018-09-18,2024-09-03,4.86,4.9,4.96,4.92,4.81,STR-544907,f,1,0,0,4.69
971,28014596,2024-09-18,105851798,Anne,2016-12-01,"Boston, MA",within an hour,1.0,0.99,,23,30,t,t,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,1.0,54.0,29,180,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,20,80,2024-09-18,31,3,0,2018-09-03,2023-12-09,4.71,4.77,4.65,4.77,4.26,,f,0,12,0,0.42
972,28027835,2024-09-18,20079643,Alex @ Bcohousing,2014-08-15,"Boston, MA",within an hour,1.0,0.88,t,12,22,t,t,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,3.0,301.0,75,730,4.0,75.0,730.0,730.0,56.2,730.0,t,11,46,2024-09-18,6,2,0,2019-05-24,2024-06-01,5.0,5.0,4.83,4.83,5.0,Exempt: This listing is a unit used for furnished institutional or business stays,f,11,0,0,0.09
973,28036142,2024-09-18,153568352,Frederick Sabina,2017-10-06,"Massachusetts, United States",within an hour,1.0,0.96,f,4,5,t,t,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,125.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,t,26,86,2024-09-18,74,3,1,2018-11-17,2024-09-01,4.82,4.81,4.85,4.91,4.62,STR-445640,f,0,4,0,1.04
974,28054656,2024-09-18,112905339,Weihai,2017-01-23,,,1.0,0.9,f,22,25,t,f,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,1.0,65.0,29,180,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,47,2024-09-18,24,2,0,2018-11-10,2024-08-10,4.71,4.71,4.67,4.92,4.54,,f,0,5,0,0.34
975,28071995,2024-09-18,18465514,Bj,2014-07-20,"Boston, MA",within an hour,1.0,1.0,t,1,1,t,t,Entire guest suite,Entire home/apt,4,1.0,1 bath,2.0,3.0,199.0,2,7,1.0,2.0,1125.0,1125.0,2.0,1125.0,t,6,7,2024-09-18,118,11,2,2019-01-19,2024-08-30,4.92,4.89,4.91,4.97,4.82,STR-445592,f,1,0,0,1.71
976,28161172,2024-09-18,201935605,Sherwin,2018-07-12,,within an hour,1.0,0.94,t,8,8,t,t,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,45.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,3,2024-09-18,33,0,0,2018-09-03,2023-07-15,4.7,4.85,4.76,4.88,4.39,,f,2,6,0,0.45
977,28202522,2024-09-18,156053359,Ken,2017-10-24,"Boston, MA",within an hour,1.0,0.8,t,8,10,t,t,Private room in condo,Private room,1,1.2,2 shared baths,1.0,1.0,213.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,1,0,0,2019-05-19,2019-05-19,3.0,4.0,2.0,4.0,5.0,,f,0,8,0,0.02
978,28241815,2024-09-18,133927887,Kat,2017-06-07,"Boston, MA",,1.0,0.9,f,14,15,t,t,Entire rental unit,Entire home/apt,7,1.2,1 bath,3.0,1.0,213.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,25,0,0,2018-10-13,2019-08-13,4.84,4.96,4.88,4.84,5.0,,t,14,0,0,0.35
979,28242815,2024-09-18,133927887,Kat,2017-06-07,"Boston, MA",,1.0,0.9,f,14,15,t,t,Entire rental unit,Entire home/apt,7,1.2,1 bath,3.0,1.0,213.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,4,0,0,2018-09-24,2018-12-28,4.75,4.25,5.0,5.0,5.0,,t,14,0,0,0.05
980,28298193,2024-09-18,180283497,Michelle,2018-03-24,,within an hour,0.89,0.3,f,16,18,t,t,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,130.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,44,2024-09-18,0,0,0,,,4.75,4.25,5.0,5.0,5.0,,f,8,0,0,
981,28302081,2024-09-18,59978794,Gianni,2016-02-22,"Boston, MA",within a few hours,1.0,0.79,t,2,3,t,t,Private room in home,Private room,1,1.5,1.5 shared baths,1.0,1.0,65.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,2,14,2024-09-18,36,5,1,2018-10-07,2024-09-06,4.83,4.86,4.67,4.94,4.56,STR-398672,f,0,2,0,0.5
982,28360335,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,311.0,32,1125,31.0,365.0,1125.0,1125.0,34.8,1125.0,t,0,38,2024-09-18,1,0,0,2019-04-27,2019-04-27,5.0,5.0,5.0,5.0,5.0,,t,355,0,0,0.02
983,28413181,2024-09-18,96961013,Deb,2016-09-27,"Cambridge, MA",within an hour,1.0,0.98,,33,54,t,f,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,151.0,29,1125,29.0,30.0,1125.0,1125.0,29.6,1125.0,t,0,0,2024-09-18,30,0,0,2018-09-17,2019-10-21,4.83,4.8,4.87,4.9,4.93,,f,1,0,0,0.41
984,28440873,2024-09-18,214706437,Rachel,2018-09-10,"Boston, MA",within a day,0.5,0.88,t,2,3,t,t,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,1.0,329.0,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,t,2,4,2024-09-18,159,20,1,2018-09-27,2024-09-02,4.75,4.77,4.74,4.82,4.95,STR-515320,f,2,0,0,2.18
985,28578655,2024-09-18,44581223,Andre,2015-09-19,Jamaica,within an hour,0.9,1.0,t,5,5,t,t,Private room in home,Private room,1,2.0,2 shared baths,1.0,1.0,66.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,16,76,2024-09-18,19,1,0,2018-12-22,2023-10-01,4.89,4.95,4.74,5.0,4.74,STR-416718,t,0,5,0,0.27
986,28635984,2024-09-18,213613694,Manuel,2018-09-04,"Boston, MA",,1.0,0.9,f,1,7,t,t,Entire home,Entire home/apt,12,1.2,1 bath,5.0,1.0,213.0,400,400,400.0,400.0,1125.0,1125.0,400.0,1125.0,t,29,89,2024-09-18,0,0,0,,,4.89,4.95,4.74,5.0,4.74,,f,1,0,0,
987,28749495,2024-09-18,188939923,Mort,2018-05-10,"Newton, MA",within an hour,1.0,0.99,f,10,10,t,t,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,87.0,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,10,61,2024-09-18,64,6,3,2018-09-29,2024-09-02,4.63,4.86,4.78,4.83,4.05,STR-415018,f,0,7,0,0.88
988,28756042,2024-09-18,215660864,Michael,2018-09-16,"Boston, MA",,1.0,0.9,f,2,3,t,t,Private room in condo,Private room,2,1.2,1 shared bath,2.0,1.0,213.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,22,0,0,2018-10-01,2019-11-04,4.18,4.41,4.45,4.77,3.77,STR-403628,t,0,2,0,0.3
989,28770914,2024-09-18,215660864,Michael,2018-09-16,"Boston, MA",,1.0,0.9,f,2,3,t,t,Private room in condo,Private room,2,1.0,1 shared bath,1.0,1.0,79.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,30,90,2024-09-18,30,0,0,2018-09-30,2022-08-31,4.77,4.77,4.77,4.97,4.53,Exempt: This listing is a unit used for furnished institutional or business stays,t,0,2,0,0.41
990,28867304,2024-09-18,216849347,Jeana,2018-09-23,"Boston, MA",within an hour,1.0,0.98,,10,10,t,f,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,76.0,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,9,67,2024-09-18,83,21,1,2018-10-06,2024-09-01,4.71,4.9,4.76,4.94,4.23,STR-415018,f,0,3,0,1.14
991,28912741,2024-09-18,217940047,Kiki,2018-09-29,,within an hour,1.0,0.97,t,4,4,t,f,Entire condo,Entire home/apt,3,1.0,1 bath,1.0,1.0,194.0,2,180,2.0,2.0,180.0,180.0,2.0,180.0,t,13,67,2024-09-18,62,18,1,2018-10-25,2024-08-31,4.76,4.84,4.82,4.73,4.77,STR-544891,f,1,0,0,0.86
992,28915006,2024-09-18,92025425,Rohn,2016-08-26,"Boston, MA",within an hour,1.0,0.97,f,2,2,t,t,Private room in guest suite,Private room,2,0.0,0 shared baths,0.0,1.0,155.0,1,11,1.0,1.0,11.0,11.0,1.0,11.0,t,0,2,2024-09-18,104,48,8,2018-10-20,2024-09-14,4.74,4.84,4.69,4.88,4.79,STR-479029,f,0,1,0,1.44
993,28992318,2024-09-18,218525774,Turana,2018-10-03,"Boston, MA",,1.0,0.9,f,4,10,t,t,Private room in home,Private room,2,1.2,2 shared baths,1.0,1.0,213.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,0,2024-09-18,30,0,0,2018-10-06,2019-11-21,4.47,4.63,4.6,4.77,4.57,Exempt: This listing is a unit used for furnished institutional or business stays,t,0,4,0,0.41
994,29010062,2024-09-18,73102139,Jason,2016-05-20,"West Lafayette, IN",,1.0,0.9,f,1,3,t,t,Private room in condo,Private room,1,1.2,1 shared bath,1.0,1.0,213.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,5,0,0,2018-10-25,2019-07-07,4.8,5.0,4.8,5.0,4.6,,f,0,1,0,0.07
995,29037205,2024-09-18,25244802,Timothy,2014-12-27,"Boston, MA",within an hour,1.0,0.98,t,9,9,t,t,Entire condo,Entire home/apt,4,1.2,1 bath,2.0,1.0,213.0,29,30,29.0,29.0,30.0,30.0,29.0,30.0,t,0,0,2024-09-18,48,0,0,2018-10-08,2021-01-18,4.88,4.96,4.85,5.0,4.96,STR-412987,f,2,0,0,0.66
996,29064530,2024-09-18,218525774,Turana,2018-10-03,"Boston, MA",,1.0,0.9,f,4,10,t,t,Private room in home,Private room,2,1.2,2 shared baths,1.0,1.0,213.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,0,2024-09-18,37,0,0,2018-10-12,2020-01-21,4.57,4.81,4.7,4.76,4.62,Exempt: This listing is a unit used for furnished institutional or business stays,t,0,4,0,0.51
997,29070339,2024-09-18,219049252,Jinghan,2018-10-06,"Boston, MA",,1.0,0.9,f,1,2,t,t,Entire condo,Entire home/apt,3,1.2,1 bath,1.0,1.0,213.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,0,0,2024-09-18,24,0,0,2018-10-13,2019-01-12,4.79,4.88,4.92,4.54,4.83,,f,1,0,0,0.33
998,29082416,2024-09-18,16016039,Amaro,2014-05-26,"Boston, MA",within an hour,1.0,1.0,f,1,1,t,t,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,85.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,4,60,2024-09-18,80,1,0,2018-10-22,2023-10-01,4.96,4.98,5.0,4.99,4.89,STR-410791,t,0,1,0,1.11
999,29134558,2024-09-18,29684380,Totana,2015-03-20,"Boston, MA",within an hour,1.0,0.97,t,22,22,t,t,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,119.0,1,5,1.0,2.0,5.0,5.0,1.3,5.0,t,4,57,2024-09-18,632,103,5,2018-10-13,2024-08-30,4.9,4.93,4.93,4.92,4.81,STR-439433,f,0,3,0,8.75
1000,29213280,2024-09-18,218525774,Turana,2018-10-03,"Boston, MA",,1.0,0.9,f,4,10,t,t,Private room in guesthouse,Private room,2,1.2,2 shared baths,1.0,1.0,213.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,0,2024-09-18,38,0,0,2018-10-13,2020-03-25,4.5,4.92,4.66,4.87,4.68,Exempt: This listing is a unit used for furnished institutional or business stays,t,0,4,0,0.53
1001,29216550,2024-09-18,220130358,Keith,2018-10-11,"Boston, MA",within an hour,1.0,0.97,t,4,4,t,t,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,64.0,1,31,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,10,57,2024-09-18,97,17,2,2018-10-13,2024-09-02,4.76,4.9,4.81,4.94,4.75,STR-443076,f,0,4,0,1.34
1002,29217663,2024-09-18,220130358,Keith,2018-10-11,"Boston, MA",within an hour,1.0,0.97,t,4,4,t,t,Private room in home,Private room,1,1.0,1 shared bath,4.0,4.0,64.0,1,31,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,22,82,2024-09-18,80,6,2,2018-10-14,2024-09-01,4.76,4.86,4.81,4.93,4.7,STR-443076,f,0,4,0,1.11
1003,29217949,2024-09-18,220130358,Keith,2018-10-11,"Boston, MA",within an hour,1.0,0.97,t,4,4,t,t,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,64.0,1,31,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,21,75,2024-09-18,109,13,0,2018-10-21,2024-06-10,4.71,4.8,4.74,4.85,4.61,STR-443076,f,0,4,0,1.51
1004,29218070,2024-09-18,220130358,Keith,2018-10-11,"Boston, MA",within an hour,1.0,0.97,t,4,4,t,t,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,64.0,1,31,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,16,76,2024-09-18,124,20,0,2018-10-14,2024-08-04,4.62,4.84,4.71,4.89,4.58,STR-443076,f,0,4,0,1.72
1005,29256695,2024-09-18,220420185,Andrea,2018-10-13,"Boston, MA",within an hour,1.0,1.0,t,1,2,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,157.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,t,5,57,2024-09-18,168,38,6,2018-11-11,2024-09-16,4.89,4.86,4.83,4.99,4.92,STR-547448,f,1,0,0,2.36
1006,29261726,2024-09-18,169902109,Endang,2018-01-25,"Boston, MA",within an hour,1.0,1.0,t,2,2,t,t,Private room in home,Private room,1,1.0,1 private bath,1.0,1.0,66.0,29,365,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,2,2024-09-18,186,13,0,2018-10-17,2024-05-02,4.85,4.94,4.89,4.96,4.81,STR-414768,t,0,1,0,2.58
1007,29276776,2024-09-18,218491837,Harold,2018-10-02,,,1.0,0.9,f,1,2,t,f,Entire condo,Entire home/apt,2,1.2,1 bath,1.0,1.0,213.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,0,0,2024-09-18,5,0,0,2018-10-22,2018-11-17,5.0,5.0,4.8,4.8,5.0,,f,1,0,0,0.07
1008,29281816,2024-09-18,1922657,Catherine,2012-03-14,"Boston, MA",within an hour,1.0,0.99,t,2,2,t,t,Entire condo,Entire home/apt,6,1.2,1 bath,2.0,1.0,213.0,90,1125,5.0,90.0,1125.0,1125.0,33.8,1125.0,t,0,31,2024-09-18,90,18,0,2019-04-20,2024-07-31,4.88,4.99,4.94,4.93,4.96,STR-445634,f,2,0,0,1.36
1009,29282726,2024-09-18,1922657,Catherine,2012-03-14,"Boston, MA",within an hour,1.0,0.99,t,2,2,t,t,Entire guest suite,Entire home/apt,3,1.0,1 bath,1.0,1.0,210.0,1,1125,1.0,3.0,1125.0,1125.0,1.0,1125.0,t,10,63,2024-09-18,145,26,3,2019-04-14,2024-09-12,4.94,4.94,4.99,4.94,4.94,STR-443588,f,2,0,0,2.19
1010,29302938,2024-09-18,78932020,Bruce,2016-06-20,"Boston, MA",within an hour,1.0,1.0,f,1,1,t,t,Entire home,Entire home/apt,8,1.2,2 baths,4.0,1.0,213.0,2,180,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,0,2024-09-18,54,11,2,2019-03-20,2024-09-01,4.94,4.93,4.98,5.0,4.96,STR-515348,t,1,0,0,0.81
1011,29303003,2024-09-18,31373357,Carol,2015-04-16,"Boston, MA",within a day,1.0,0.17,f,2,3,t,t,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,40.0,29,150,29.0,29.0,150.0,150.0,29.0,150.0,t,0,0,2024-09-18,14,1,0,2019-10-25,2024-04-05,5.0,5.0,4.43,4.93,5.0,STR-414615,f,0,1,0,0.23
1012,29351720,2024-09-18,155595193,Michelle,2017-10-21,"Newburyport, MA",within a day,0.73,0.23,f,13,16,t,t,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,130.0,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,t,0,16,2024-09-18,0,0,0,,,5.0,5.0,4.43,4.93,5.0,,f,9,0,0,
1013,29360278,2024-09-18,38997,Michelle,2009-09-16,,within a few hours,0.89,0.55,f,22,29,t,t,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,130.0,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,t,0,42,2024-09-18,4,1,0,2019-05-31,2024-01-31,4.25,4.5,4.5,4.0,4.75,,f,13,0,0,0.06
1014,29366852,2024-09-18,20259404,Lauren,2014-08-19,"Denver, CO",,1.0,0.9,f,1,1,t,t,Entire condo,Entire home/apt,6,2.0,2 baths,4.0,3.0,375.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,10,10,2024-09-18,142,11,0,2018-11-18,2024-07-31,4.52,4.63,4.51,4.68,4.7,STR-393234,t,1,0,0,2.0
1015,29390698,2024-09-18,52881930,Bill And Maureen,2015-12-31,"Boston, MA",within an hour,1.0,0.99,t,3,3,t,t,Entire guest suite,Entire home/apt,2,1.0,1 bath,0.0,1.0,158.0,2,10,2.0,2.0,10.0,10.0,2.0,10.0,t,3,24,2024-09-18,376,56,6,2018-10-23,2024-09-10,4.96,4.97,4.98,4.97,4.88,STR-398624,f,3,0,0,5.23
1016,29414748,2024-09-18,217617282,Beaux,2018-09-27,"Boston, MA",within an hour,0.99,1.0,f,5,13,t,t,Entire rental unit,Entire home/apt,5,1.0,1 bath,1.0,3.0,222.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,13,62,2024-09-18,88,0,0,2018-10-25,2019-12-12,4.69,4.82,4.84,4.81,4.92,Exempt: This listing is a unit used for furnished institutional or business stays,f,5,0,0,1.22
1017,29489346,2024-09-18,88360952,Anthony,2016-08-06,"Boston, MA",,1.0,0.9,f,2,10,t,t,Private room in loft,Private room,2,1.5,1.5 shared baths,1.0,1.0,65.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,30,90,2024-09-18,0,0,0,,,4.69,4.82,4.84,4.81,4.92,,f,0,2,0,
1018,29513275,2024-09-18,180283497,Michelle,2018-03-24,,within an hour,0.89,0.3,f,16,18,t,t,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,130.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,1,1,2024-09-18,1,0,0,2021-01-31,2021-01-31,5.0,5.0,5.0,5.0,5.0,,f,8,0,0,0.02
1019,29571217,2024-09-18,26293115,Pedro,2015-01-18,"Boston, MA",,1.0,0.9,f,1,1,t,f,Private room in rental unit,Private room,2,1.2,1 shared bath,1.0,1.0,213.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,0,0,2024-09-18,1,0,0,2018-11-11,2018-11-11,5.0,5.0,5.0,5.0,4.0,,f,0,1,0,0.01
1020,29635339,2024-09-18,118223333,Gary,2017-02-26,"San Francisco, CA",,1.0,0.9,f,1,1,t,t,Entire rental unit,Entire home/apt,6,1.2,2.5 baths,2.0,1.0,213.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,0,0,2024-09-18,1,0,0,2019-07-12,2019-07-12,5.0,5.0,5.0,5.0,5.0,,f,1,0,0,0.02
1021,29664067,2024-09-18,187813188,Booker,2018-05-04,"Boston, MA",within an hour,0.96,0.99,,3,3,t,f,Private room in rental unit,Private room,2,2.0,2 shared baths,1.0,1.0,120.0,1,14,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,18,78,2024-09-18,216,35,7,2018-11-04,2024-09-17,4.68,4.77,4.58,4.81,4.74,STR-545181,f,0,2,0,3.02
1022,29666262,2024-09-18,80595835,Liviu,2016-06-28,"Boston, MA",within an hour,1.0,0.25,f,2,2,t,t,Private room in rental unit,Private room,1,1.0,1 shared bath,0.0,1.0,90.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,1,0,0,2018-12-08,2018-12-08,5.0,5.0,5.0,4.0,5.0,,f,0,2,0,0.01
1023,29672850,2024-09-18,223161573,Lisa,2018-10-29,"Boston, MA",,1.0,0.9,f,2,9,t,t,Entire serviced apartment,Entire home/apt,5,1.2,1 bath,2.0,1.0,213.0,91,730,91.0,91.0,730.0,730.0,91.0,730.0,,0,0,2024-09-18,17,0,0,2018-12-03,2019-07-01,4.35,4.88,4.76,4.71,5.0,,f,2,0,0,0.24
1024,29682306,2024-09-18,42431392,Frank,2015-08-24,"Boston, MA",within an hour,1.0,1.0,f,7,19,t,t,Entire home,Entire home/apt,6,2.0,2 baths,2.0,3.0,337.0,29,1125,29.0,29.0,29.0,29.0,29.0,29.0,t,10,62,2024-09-18,81,0,0,2018-11-11,2021-12-11,4.68,4.69,4.84,4.88,4.4,Exempt: This listing is a unit used for furnished institutional or business stays,t,7,0,0,1.14
1025,29682500,2024-09-18,40317532,Timothy,2015-08-02,"Boston, MA",within an hour,1.0,1.0,t,1,1,t,t,Entire condo,Entire home/apt,4,1.0,1 bath,0.0,2.0,341.0,1,1125,1.0,2.0,2.0,1125.0,1.9,779.9,t,2,36,2024-09-18,412,96,7,2019-08-03,2024-09-15,4.96,4.98,4.95,4.96,4.99,STR-408931,f,1,0,0,6.6
1026,29702825,2024-09-18,107434423,Blueground,2016-12-16,"New York, NY",within an hour,1.0,0.96,f,4497,4775,t,t,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,342.0,32,1125,31.0,365.0,1125.0,1125.0,35.5,1125.0,t,0,56,2024-09-18,0,0,0,,,4.96,4.98,4.95,4.96,4.99,,t,355,0,0,
1027,29704910,2024-09-18,771785,Aaron,2011-07-03,"Boston, MA",within an hour,1.0,0.94,,2,2,t,t,Entire loft,Entire home/apt,4,1.0,1 bath,1.0,2.0,325.0,2,30,1.0,30.0,1125.0,1125.0,2.7,1125.0,t,3,27,2024-09-18,280,59,6,2019-01-31,2024-09-16,4.98,4.98,4.98,4.98,4.91,STR-443083,f,1,0,0,4.08
1028,29728508,2024-09-18,223161573,Lisa,2018-10-29,"Boston, MA",,1.0,0.9,f,2,9,t,t,Entire serviced apartment,Entire home/apt,2,1.2,1 bath,1.0,1.0,213.0,91,730,91.0,91.0,730.0,730.0,91.0,730.0,,0,0,2024-09-18,23,0,0,2019-01-04,2019-11-03,4.52,4.61,4.61,4.3,4.61,,f,2,0,0,0.33
1029,29739809,2024-09-18,172007,Tim,2010-07-18,"Boston, MA",within a day,0.63,0.69,f,3,4,t,t,Entire condo,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,238.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,1,12,2024-09-18,380,63,6,2018-11-11,2024-09-01,4.81,4.9,4.74,4.94,4.97,STR443370,f,1,0,0,5.33
1030,29831173,2024-09-18,224379152,Tingying(Helen),2018-11-05,,within a day,0.7,0.9,f,3,3,t,f,Private room in home,Private room,1,1.5,1.5 shared baths,1.0,1.0,75.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,0,0,2024-09-18,14,2,0,2018-11-10,2024-08-03,5.0,5.0,5.0,5.0,4.79,,f,0,3,0,0.2
1031,29833651,2024-09-18,153568352,Frederick Sabina,2017-10-06,"Massachusetts, United States",within an hour,1.0,0.96,f,4,5,t,t,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,125.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,t,26,86,2024-09-18,82,6,1,2018-11-11,2024-09-01,4.77,4.82,4.87,4.87,4.56,STR-445640,f,0,4,0,1.15
1032,29860624,2024-09-18,13107750,Gavin,2014-03-13,"Boston, MA",,1.0,0.9,f,1,1,t,t,Private room in condo,Private room,1,1.2,1 shared bath,1.0,1.0,213.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,0,0,2024-09-18,0,0,0,,,4.77,4.82,4.87,4.87,4.56,,f,0,1,0,
1033,29878773,2024-09-18,165422704,Mimi,2018-01-02,"Boston, MA",within an hour,1.0,1.0,f,3,7,t,t,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,43.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,10,30,2024-09-18,70,4,0,2018-11-12,2024-08-04,4.67,4.86,4.69,4.91,4.81,STR-439516,t,0,3,0,0.98
1034,29898702,2024-09-18,224820689,Charlesmark,2018-11-08,"Boston, MA",within a day,0.5,1.0,f,5,5,t,t,Room in boutique hotel,Hotel room,2,1.0,1 private bath,1.0,1.0,375.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,3,42,2024-09-18,84,0,0,2018-11-22,2023-02-12,4.76,4.79,4.81,4.88,4.9,Exempt: This listing is a hotel or motel,t,0,0,0,1.18
1035,29904919,2024-09-18,89328922,Ehab,2016-08-11,"Boston, MA",within an hour,1.0,0.93,t,13,19,t,t,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,87.0,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,9,65,2024-09-18,126,42,0,2021-09-08,2024-08-18,4.87,4.89,4.75,4.93,4.68,Exempt: This listing is a unit that has contracts with hospitals,f,0,13,0,3.41
1036,29929936,2024-09-18,224379152,Tingying(Helen),2018-11-05,,within a day,0.7,0.9,f,3,3,t,f,Private room in home,Private room,1,1.5,1.5 shared baths,1.0,1.0,76.0,29,365,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,21,2024-09-18,26,2,0,2018-11-11,2024-08-10,4.85,4.96,4.85,4.88,4.81,STR-411240,t,0,3,0,0.36
